2022-09-10 07:28,2022-11-27 07:16,compact
2022-09-09 18:30,2022-10-15 18:07,class 2 truck
2022-09-18 15:20,2022-11-01 13:16,full-size
2022-10-20 18:30,2022-11-23 09:21,full-size
2022-10-21 14:56,2022-11-23 16:22,medium
2022-09-29 18:30,2022-11-07 07:54,class 1 truck
2022-10-15 17:07,2022-10-22 18:30,class 2 truck
2022-09-06 13:43,2022-11-24 07:48,full-size
2022-11-02 18:30,2022-11-24 07:01,class 1 truck
2022-09-02 15:35,2022-10-04 07:28,full-size
2022-10-13 07:26,2022-10-24 07:07,class 1 truck
2022-10-05 07:31,2022-10-26 18:27,class 2 truck
2022-09-03 07:28,2022-10-24 07:55,class 1 truck
2022-10-09 18:28,2022-10-24 07:26,class 2 truck
2022-09-03 07:32,2022-10-06 18:14,full-size
2022-10-09 18:16,2022-11-30 14:29,class 2 truck
2022-10-22 07:22,2022-11-30 15:00,class 2 truck
2022-11-23 09:08,2022-11-23 09:08,medium
2022-10-11 09:11,2022-10-11 09:11,medium
2022-11-01 07:26,2022-11-13 07:21,medium
2022-11-24 09:41,2022-11-24 15:02,full-size
2022-09-04 07:24,2022-10-25 12:25,class 2 truck
2022-11-19 18:03,2022-11-23 11:02,full-size
2022-10-13 17:23,2022-11-04 08:09,full-size
2022-10-26 17:57,2022-10-26 17:57,compact
2022-10-29 07:10,2022-11-09 07:51,full-size
2022-10-15 18:30,2022-10-15 18:30,medium
2022-10-07 14:51,2022-10-07 14:51,class 1 truck
2022-09-13 15:32,2022-10-27 18:30,compact
2022-09-14 07:14,2022-11-07 08:48,compact
2022-11-01 18:24,2022-11-01 18:24,medium
2022-11-29 07:24,2022-11-29 18:30,class 1 truck
2022-11-06 07:19,2022-11-16 07:02,compact
2022-11-30 08:55,2022-11-30 08:55,full-size
2022-11-27 09:53,2022-11-27 09:53,class 1 truck
2022-11-02 14:49,2022-11-05 07:43,compact
2022-10-31 08:47,2022-10-31 08:47,compact
2022-11-15 14:21,2022-11-18 07:04,compact
2022-09-16 10:02,2022-11-23 07:00,class 1 truck
2022-11-02 18:14,2022-11-02 18:14,full-size
2022-11-12 09:11,2022-11-12 09:11,class 2 truck
2022-09-02 07:05,2022-11-03 14:40,compact
2022-10-02 17:12,2022-11-09 11:18,class 1 truck
2022-10-03 18:16,2022-10-17 07:45,class 1 truck
2022-11-02 13:28,2022-11-03 07:30,full-size
2022-10-28 12:31,2022-10-28 15:55,class 1 truck
2022-09-23 18:30,2022-10-01 18:30,class 1 truck
2022-10-08 11:10,2022-11-28 07:42,full-size
2022-11-17 11:57,2022-11-30 12:12,medium
2022-11-08 07:39,2022-11-20 13:46,full-size
2022-11-08 07:42,2022-11-22 13:34,class 1 truck
2022-10-12 07:15,2022-11-26 07:55,full-size
2022-09-15 07:34,2022-10-13 07:37,class 1 truck
2022-11-10 07:10,2022-11-10 07:10,class 2 truck
2022-10-16 18:30,2022-10-16 18:30,full-size
2022-09-15 09:17,2022-10-08 07:15,class 2 truck
2022-11-23 13:12,2022-11-23 13:12,class 1 truck
2022-10-11 18:30,2022-10-27 07:46,medium
2022-09-16 10:18,2022-10-21 07:31,medium
2022-09-05 07:37,2022-10-11 18:05,class 1 truck
2022-11-15 08:57,2022-11-15 08:57,compact
2022-11-09 16:13,2022-11-09 16:13,full-size
2022-10-03 07:17,2022-10-03 07:17,compact
2022-11-09 07:39,2022-11-09 07:39,class 2 truck
2022-11-20 07:54,2022-11-29 18:30,class 2 truck
2022-10-28 14:31,2022-11-17 07:28,compact
2022-11-29 09:29,2022-11-29 18:30,full-size
2022-10-29 16:33,2022-11-19 16:30,full-size
2022-10-16 07:26,2022-11-06 07:19,medium
2022-10-04 18:28,2022-10-04 18:28,full-size
2022-10-20 13:49,2022-10-20 13:49,compact
2022-09-09 07:56,2022-10-23 07:22,full-size
2022-10-15 07:02,2022-10-19 18:07,class 1 truck
2022-10-06 14:47,2022-11-15 09:59,compact
2022-10-17 16:02,2022-10-17 16:02,class 2 truck
2022-11-02 07:33,2022-11-02 11:26,class 2 truck
2022-11-28 10:35,2022-11-28 10:35,medium
2022-11-15 18:06,2022-11-30 17:01,class 2 truck
2022-10-02 14:56,2022-10-31 08:27,compact
2022-09-26 18:25,2022-11-14 07:33,compact
2022-09-21 15:31,2022-10-13 07:47,full-size
2022-11-09 14:31,2022-11-09 14:31,compact
2022-11-09 15:41,2022-11-15 11:48,class 1 truck
2022-11-21 18:30,2022-11-23 13:17,compact
2022-09-26 09:21,2022-11-13 12:38,class 1 truck
2022-09-07 09:19,2022-10-10 18:17,full-size
2022-09-06 10:56,2022-10-30 18:09,class 2 truck
2022-09-09 09:31,2022-11-13 09:35,compact
2022-09-08 13:43,2022-11-08 07:31,medium
2022-10-02 08:29,2022-10-02 08:29,full-size
2022-09-30 07:42,2022-10-14 18:29,medium
2022-10-22 15:07,2022-10-22 15:07,compact
2022-11-11 18:30,2022-11-29 07:49,full-size
2022-11-30 15:31,2022-11-30 18:30,compact
2022-10-01 10:52,2022-11-04 18:28,medium
2022-10-01 18:12,2022-11-20 18:30,class 1 truck
2022-09-12 14:26,2022-10-13 18:30,compact
2022-11-24 18:30,2022-11-24 18:30,full-size
2022-09-02 12:44,2022-11-15 07:36,class 2 truck
2022-09-27 07:10,2022-10-14 18:21,class 1 truck
2022-10-27 18:14,2022-10-27 18:14,compact
2022-10-22 11:45,2022-10-22 11:45,class 2 truck
2022-09-24 07:54,2022-10-31 18:16,class 2 truck
2022-10-11 07:50,2022-10-25 07:44,compact
2022-11-05 07:39,2022-11-05 07:39,compact
2022-10-20 08:18,2022-10-20 08:18,full-size
2022-10-20 18:30,2022-11-08 12:38,class 2 truck
2022-10-04 15:38,2022-10-14 18:30,class 1 truck
2022-09-30 07:49,2022-10-23 09:22,class 1 truck
2022-09-01 13:16,2022-10-12 07:02,medium
2022-11-21 07:30,2022-11-27 11:13,class 2 truck
2022-10-02 17:02,2022-10-17 16:22,full-size
2022-11-12 07:38,2022-11-20 18:30,medium
2022-11-29 07:20,2022-11-29 07:20,class 1 truck
2022-11-24 13:12,2022-11-26 07:32,medium
2022-09-26 07:12,2022-10-29 08:03,class 2 truck
2022-09-07 15:53,2022-10-30 07:22,class 1 truck
2022-09-25 18:30,2022-10-17 07:47,class 1 truck
2022-09-16 17:23,2022-10-22 07:47,full-size
2022-10-23 07:02,2022-10-25 18:01,class 2 truck
2022-09-29 13:47,2022-10-20 07:13,class 1 truck
2022-09-12 11:50,2022-10-27 07:43,class 2 truck
2022-11-02 07:56,2022-11-02 07:56,medium
2022-09-25 16:01,2022-11-14 11:25,full-size
2022-11-15 18:30,2022-11-27 17:55,compact
2022-09-24 07:45,2022-11-06 07:15,medium
2022-09-03 12:04,2022-11-30 07:35,medium
2022-09-24 07:49,2022-10-07 18:15,compact
2022-11-10 07:26,2022-11-10 07:26,medium
2022-10-20 17:42,2022-11-03 07:49,class 2 truck
2022-10-19 10:04,2022-10-19 10:04,compact
2022-10-06 07:51,2022-10-27 18:25,class 1 truck
2022-11-25 07:14,2022-11-25 07:14,class 2 truck
2022-11-16 18:30,2022-11-16 18:30,full-size
2022-11-17 18:30,2022-11-24 07:23,full-size
2022-10-14 07:04,2022-10-15 18:15,class 2 truck
2022-10-27 12:29,2022-10-27 12:29,full-size
2022-09-09 18:23,2022-11-13 08:48,class 1 truck
2022-11-18 18:02,2022-11-28 09:41,medium
2022-10-26 18:30,2022-11-10 11:20,compact
2022-09-08 07:57,2022-11-27 12:19,class 1 truck
2022-11-05 18:06,2022-11-15 18:03,class 1 truck
2022-10-08 07:16,2022-10-08 18:30,class 2 truck
2022-09-29 07:44,2022-10-25 07:00,full-size
2022-11-22 18:30,2022-11-24 07:19,compact
2022-10-29 18:30,2022-10-31 13:52,class 2 truck
2022-09-21 18:30,2022-11-19 13:07,class 1 truck
2022-10-19 16:30,2022-11-21 07:33,full-size
2022-10-31 11:54,2022-11-13 07:27,class 2 truck
2022-10-11 07:10,2022-11-15 15:52,class 1 truck
2022-09-29 12:16,2022-10-29 18:29,medium
2022-10-24 16:25,2022-10-24 16:25,full-size
2022-09-27 07:34,2022-10-31 07:55,class 1 truck
2022-11-13 07:33,2022-11-19 11:28,class 1 truck
2022-10-08 18:02,2022-10-08 18:02,medium
2022-10-16 07:49,2022-10-16 07:49,full-size
2022-10-16 07:41,2022-11-02 17:03,compact
2022-11-07 18:30,2022-11-09 18:30,compact
2022-09-16 18:30,2022-11-17 07:08,full-size
2022-11-25 15:56,2022-11-25 15:56,class 2 truck
2022-11-09 12:39,2022-11-09 12:39,class 1 truck
2022-11-02 18:30,2022-11-07 12:33,class 1 truck
2022-10-12 17:07,2022-11-23 10:12,full-size
2022-11-28 15:25,2022-11-30 15:00,medium
2022-11-25 12:26,2022-11-25 12:26,compact
2022-09-04 11:00,2022-10-21 08:44,full-size
2022-10-26 07:26,2022-11-07 15:09,compact
2022-11-14 08:19,2022-11-16 11:08,class 1 truck
2022-11-22 07:53,2022-11-22 07:53,compact
2022-09-08 07:28,2022-11-14 18:30,full-size
2022-09-07 18:02,2022-10-10 07:26,compact
2022-11-18 13:31,2022-11-21 07:28,compact
2022-11-28 07:14,2022-11-28 07:14,medium
2022-10-18 09:58,2022-10-18 09:58,class 1 truck
2022-11-18 07:01,2022-11-30 07:28,class 2 truck
2022-10-25 17:40,2022-10-25 17:40,medium
2022-09-22 18:30,2022-11-23 12:21,compact
2022-10-28 09:36,2022-10-28 09:36,full-size
2022-10-27 08:18,2022-11-29 10:33,compact
2022-10-13 18:14,2022-11-29 07:35,class 2 truck
2022-10-11 09:49,2022-11-11 11:34,compact
2022-11-12 17:09,2022-11-30 13:02,medium
2022-09-04 15:42,2022-11-10 18:29,compact
2022-10-12 12:13,2022-11-21 09:29,class 1 truck
2022-09-07 10:01,2022-11-01 07:05,medium
2022-09-18 07:21,2022-10-21 17:15,medium
2022-10-29 18:30,2022-10-29 18:30,compact
2022-10-23 15:27,2022-10-23 15:27,full-size
2022-10-07 11:29,2022-10-17 18:25,medium
2022-11-10 18:30,2022-11-15 18:18,compact
2022-09-26 18:30,2022-10-03 15:11,class 1 truck
2022-10-12 16:20,2022-10-23 15:15,medium
2022-11-07 07:00,2022-11-20 07:27,class 2 truck
2022-11-27 18:30,2022-11-27 18:17,class 2 truck
2022-10-02 18:30,2022-11-30 07:04,class 2 truck
2022-10-07 18:30,2022-10-07 18:30,full-size
2022-09-30 18:23,2022-11-13 18:02,class 1 truck
2022-09-25 14:26,2022-11-17 18:23,class 2 truck
2022-09-07 07:52,2022-11-07 18:30,full-size
2022-09-11 18:30,2022-11-05 18:19,medium
2022-10-14 13:16,2022-11-16 18:17,compact
2022-11-02 07:49,2022-11-02 07:49,full-size
2022-10-02 07:37,2022-10-02 07:37,compact
2022-09-10 14:48,2022-11-18 11:04,medium
2022-11-20 07:09,2022-11-20 11:48,class 2 truck
2022-11-04 16:53,2022-11-22 09:39,medium
2022-10-28 07:42,2022-11-11 18:30,class 1 truck
2022-11-06 09:19,2022-11-08 18:23,compact
2022-10-15 11:06,2022-10-23 08:58,class 1 truck
2022-09-12 07:05,2022-11-13 07:42,class 2 truck
2022-11-10 15:49,2022-11-29 17:42,medium
2022-09-14 18:30,2022-11-07 17:38,medium
2022-11-10 12:57,2022-11-10 12:57,class 2 truck
2022-10-17 07:25,2022-10-17 07:25,compact
2022-09-30 13:00,2022-10-31 18:30,class 1 truck
2022-10-16 09:18,2022-11-15 14:35,medium
2022-11-14 07:36,2022-11-21 08:29,class 2 truck
2022-10-21 18:30,2022-11-12 16:33,medium
2022-09-13 18:24,2022-10-02 13:15,class 2 truck
2022-11-21 07:49,2022-11-25 09:10,class 1 truck
2022-10-05 10:58,2022-11-27 07:01,class 1 truck
2022-09-28 09:59,2022-11-26 07:03,class 2 truck
2022-09-27 07:26,2022-10-03 07:55,class 1 truck
2022-11-22 07:07,2022-11-29 18:30,compact
2022-10-05 18:30,2022-10-08 11:25,compact
2022-09-28 07:54,2022-11-07 07:47,class 1 truck
2022-09-11 18:20,2022-11-08 12:04,class 1 truck
2022-11-24 18:12,2022-11-24 18:12,compact
2022-11-21 07:33,2022-11-26 09:54,class 1 truck
2022-09-23 07:01,2022-11-23 18:30,medium
2022-10-24 08:23,2022-10-24 08:23,medium
2022-09-01 18:22,2022-11-24 18:30,medium
2022-11-04 07:59,2022-11-11 17:28,full-size
2022-11-04 15:01,2022-11-25 07:44,compact
2022-09-17 11:49,2022-11-07 13:58,class 1 truck
2022-09-21 18:30,2022-10-04 07:44,full-size
2022-11-16 18:30,2022-11-17 10:50,full-size
2022-09-16 13:18,2022-11-08 09:32,full-size
2022-10-06 07:20,2022-10-06 07:20,medium
2022-10-09 07:18,2022-10-17 18:30,class 1 truck
2022-11-19 18:30,2022-11-21 08:23,full-size
2022-11-19 16:27,2022-11-19 16:27,medium
2022-09-30 13:09,2022-11-04 08:38,compact
2022-10-30 18:30,2022-11-29 07:22,medium
2022-11-27 18:12,2022-11-29 10:20,medium
2022-11-01 18:30,2022-11-26 18:12,medium
2022-09-03 07:22,2022-11-27 18:12,medium
2022-09-06 07:14,2022-11-08 08:54,medium
2022-09-04 10:39,2022-10-29 18:30,class 2 truck
2022-11-26 18:30,2022-11-27 07:38,full-size
2022-11-07 07:54,2022-11-07 07:54,class 1 truck
2022-10-15 12:00,2022-10-26 07:26,medium
2022-10-08 07:40,2022-10-18 09:11,medium
2022-10-22 16:05,2022-11-18 14:45,class 2 truck
2022-10-23 15:25,2022-11-08 18:30,medium
2022-09-01 16:01,2022-10-03 16:39,full-size
2022-09-30 07:18,2022-11-15 07:54,medium
2022-10-11 18:30,2022-10-11 18:30,compact
2022-10-11 18:00,2022-10-11 18:00,full-size
2022-09-19 13:24,2022-10-21 07:14,medium
2022-09-13 18:30,2022-11-11 12:27,compact
2022-10-22 17:33,2022-11-16 18:30,full-size
2022-11-06 18:20,2022-11-18 07:17,full-size
2022-10-03 07:58,2022-11-24 09:48,medium
2022-09-24 07:11,2022-10-06 13:02,medium
2022-11-22 15:50,2022-11-22 15:50,medium
2022-11-07 07:33,2022-11-13 18:30,full-size
2022-09-16 07:43,2022-10-05 08:53,class 2 truck
2022-09-12 12:28,2022-10-04 18:30,class 1 truck
2022-10-19 18:30,2022-10-19 18:30,full-size
2022-11-05 07:00,2022-11-23 07:06,medium
2022-10-16 09:50,2022-10-29 10:55,compact
2022-10-01 07:22,2022-10-01 07:22,medium

